Collar_id,NST_Timeset,Interval,NST_date,NST Time,Latitude,Longitude,Step_length,movement
Kano: 6225,04/18/2024 03:30,0.993333333,04/18/2024,03:30:08,25.81786,77.166935,931.2100117,937.4597432
Kano: 6225,04/18/2024 04:30,1.012222222,04/18/2024,04:30:52,25.821488,77.17532,295.2357114,291.6708455
Kano: 6225,04/18/2024 05:30,1.001111111,04/18/2024,05:30:56,25.823207,77.173072,1252.161918,1250.772172
Kano: 6225,04/18/2024 06:30,0.996944444,04/18/2024,06:30:45,25.828133,77.161822,264.4280557,265.2385067
Kano: 6225,04/18/2024 07:30,0.988055555,04/18/2024,07:30:02,25.830478,77.161383,34.84267706,35.26388457
Kano: 6225,04/18/2024 08:30,1.007222222,04/18/2024,08:30:28,25.83056,77.161047,34.89566386,34.64544674
Kano: 6225,04/18/2024 17:30,9.000555556,04/18/2024,17:30:30,25.830747,77.161327,3.910827307,0.434509546
Kano: 6225,04/18/2024 17:36,0.099722222,04/18/2024,17:36:29,25.830713,77.161337,2.280424112,22.86776266
Kano: 6225,04/18/2024 20:39,3.051388889,04/18/2024,20:39:34,25.830693,77.161342,1432.273836,469.3842338
Kano: 6225,04/18/2024 23:30,2.851111111,04/18/2024,23:30:38,25.818535,77.166068,915.3098918,321.0362052
Kano: 6225,04/19/2024 02:30,2.998333333,04/19/2024,02:30:32,25.821045,77.174777,1538.812407,513.2225927
Kano: 6225,04/19/2024 05:30,2.991388889,04/19/2024,05:30:01,25.828383,77.161742,455.3809048,152.2305931
Kano: 6225,04/19/2024 20:58,15.47694444,04/19/2024,20:58:38,25.828238,77.157195,330.6127443,21.36162894
Kano: 6225,04/20/2024 02:30,5.525555556,04/20/2024,02:30:10,25.825882,77.15921,1681.245151,304.26717
Kano: 6225,04/20/2024 05:30,3.004166667,04/20/2024,05:30:25,25.82155,77.175303,3201.830661,1065.796614
Kano: 6225,04/20/2024 20:36,15.09305556,04/20/2024,20:36:00,25.827722,77.144057,915.6377748,60.66616342
Kano: 6225,04/20/2024 23:30,2.913055556,04/20/2024,23:30:47,25.82791,77.153203,907.4773323,311.5207777
Kano: 6225,04/21/2024 02:30,2.996388889,04/21/2024,02:30:34,25.820013,77.150915,1435.832559,479.1876528
Kano: 6225,04/21/2024 05:30,2.999166667,04/21/2024,05:30:31,25.827637,77.162493,389.3036595,129.8039431
Kano: 6225,04/21/2024 08:30,2.996944444,04/21/2024,08:30:20,25.831045,77.161602,1931.411827,644.4603372
Kano: 6225,04/21/2024 20:36,12.10833333,04/21/2024,20:36:50,25.825653,77.143258,211.5558084,17.4719181
Kano: 6225,04/21/2024 23:30,2.895,04/21/2024,23:30:32,25.825123,77.145288,85.52305741,29.54164332
Kano: 6225,04/22/2024 02:30,2.996666667,04/22/2024,02:30:20,25.825003,77.146132,1696.943898,566.2771627
Kano: 6225,04/22/2024 08:36,6.099166667,04/22/2024,08:36:17,25.831083,77.161683,1576.597154,258.4938633
Kano: 6225,04/22/2024 23:30,14.90027778,04/22/2024,23:30:18,25.818123,77.168072,589.4324324,39.55848617
Kano: 6225,04/23/2024 02:36,3.097777778,04/23/2024,02:36:10,25.821465,77.172643,1546.036984,499.0793706
Kano: 6225,04/23/2024 08:30,5.908333333,04/23/2024,08:30:40,25.831603,77.162072,4376.691011,740.7657565
Kano: 6225,04/23/2024 20:36,12.1,04/23/2024,20:36:40,25.812185,77.124037,1660.436585,137.226164
Kano: 6225,04/23/2024 23:30,2.894722222,04/23/2024,23:30:21,25.823465,77.134907,1351.82367,466.99599
Kano: 6225,04/24/2024 02:30,3,04/24/2024,02:30:21,25.823212,77.14841,1445.164132,481.7213773
